product_name,category,days_to_expiry,base_price,discount_percentage,discounted_price,stock_available,daily_sales
cucumber,vegetable,1,22.11847047186057,10,19.906623424674514,429,45
papaya,fruit,4,59.48038400444838,20,47.58430720355871,85,25
lady finger,vegetable,3,41.49662837295194,15,35.272134117009145,198,28
apple,fruit,21,137.1318995167523,5,130.27530454091468,143,4
pomegranate,fruit,21,237.98636633754865,0,237.98636633754865,114,39
grapes,fruit,2,60.23615742072509,5,57.22434954968884,461,21
bottleguard,vegetable,1,65.99844516862447,0,65.99844516862447,420,16
bottleguard,vegetable,6,35.43879916632018,0,35.43879916632018,81,30
pineapple,fruit,1,89.46051547280764,30,62.62236083096535,385,39
cucumber,vegetable,1,45.50995072570124,5,43.23445318941617,475,40
pomegranate,fruit,12,200.57528464546567,25,150.43146348409925,71,7
bottleguard,vegetable,6,50.62193387009884,10,45.55974048308896,32,19
chikoo,fruit,7,70.03680490549694,5,66.53496466022209,335,29
grapes,fruit,1,81.33163312670679,15,69.13188815770077,337,5
mushroom,vegetable,2,122.42757267867636,25,91.82067950900726,491,12
pineapple,fruit,1,112.18414859198049,20,89.74731887358439,240,12
grapes,fruit,4,74.9767812293397,20,59.981424983471754,497,28
pomegranate,fruit,19,164.90117274683607,5,156.65611410949427,420,39
banana,fruit,4,36.786976619990455,25,27.59023246499284,193,21
apple,fruit,28,166.90560758167504,20,133.52448606534003,440,43
banana,fruit,7,43.14786362406835,25,32.36089771805126,383,33
lady finger,vegetable,3,33.336858853399114,0,33.336858853399114,406,11
pineapple,fruit,4,107.26938245788597,30,75.08856772052017,399,19
guava,fruit,14,59.880257248179305,25,44.91019293613448,158,33
fenugreek,vegetable,2,36.20551102867866,20,28.96440882294293,340,30
coriander,vegetable,2,26.453362947854423,0,26.453362947854423,219,21
grapes,fruit,2,74.68339421754851,30,52.27837595228395,103,40
chikoo,fruit,7,64.9967252553308,25,48.7475439414981,150,29
banana,fruit,6,41.44074038996842,25,31.080555292476312,76,16
chikoo,fruit,5,73.34212370280929,15,62.3408051473879,303,21
papaya,fruit,3,83.34489583571353,10,75.01040625214218,226,17
papaya,fruit,3,77.3242633616214,0,77.3242633616214,10,33
lady finger,vegetable,3,30.82167716435571,20,24.657341731484568,175,22
apple,fruit,13,217.71886149575516,25,163.28914612181637,54,48
bottleguard,vegetable,1,52.31962888335814,0,52.31962888335814,173,2
brinjal,vegetable,1,63.62355805019327,15,54.080024342664274,475,31
pomegranate,fruit,13,231.7471130617114,10,208.57240175554026,120,31
pineapple,fruit,4,115.95968242879451,5,110.16169830735478,100,22
chikoo,fruit,4,61.8007734717075,5,58.710734798122125,97,30
apple,fruit,20,165.47522695863978,20,132.38018156691183,94,11
apple,fruit,23,137.42836658311217,15,116.81411159564534,44,38
brinjal,vegetable,3,50.82459817294594,30,35.57721872106215,232,44
papaya,fruit,3,54.50265495227756,10,49.052389457049806,347,21
banana,fruit,5,57.86083373930433,10,52.0747503653739,189,17
guava,fruit,5,78.49929807492532,30,54.94950865244772,227,12
banana,fruit,5,49.34928788267693,0,49.34928788267693,393,35
mushroom,vegetable,4,87.22424988971858,5,82.86303739523265,351,8
apple,fruit,26,188.83955731804792,5,179.39757945214552,223,34
fenugreek,vegetable,1,30.35706327534009,10,27.32135694780608,257,23
guava,fruit,6,98.52005262020757,20,78.81604209616606,484,22
papaya,fruit,3,84.52653118430692,5,80.30020462509157,254,6
pineapple,fruit,6,106.99713260426282,30,74.89799282298397,98,21
banana,fruit,7,48.9996484444896,10,44.09968360004064,449,35
brinjal,vegetable,6,74.70535090519732,30,52.293745633638125,344,16
papaya,fruit,1,59.56011628686835,20,47.64809302949468,127,44
banana,fruit,2,59.23332484744208,15,50.348326120325765,284,33
pomegranate,fruit,13,184.44163492475366,25,138.33122619356524,55,7
bitter guard,vegetable,4,60.08823443332648,15,51.0749992683275,114,23
pomegranate,fruit,8,249.6856710283026,10,224.71710392547234,190,27
lady finger,vegetable,2,58.16136173770185,20,46.52908939016149,342,42
fenugreek,vegetable,2,21.843832401033513,20,17.47506592082681,372,22
brinjal,vegetable,4,52.74184216667197,0,52.74184216667197,39,33
banana,fruit,2,56.61619173423981,30,39.63133421396787,354,10
chikoo,fruit,6,78.52639757713472,0,78.52639757713472,36,24
fenugreek,vegetable,3,32.744350563170336,5,31.107133035011817,235,16
cucumber,vegetable,5,43.784964092124035,0,43.784964092124035,82,44
papaya,fruit,3,59.78286671682169,20,47.826293373457354,387,19
pineapple,fruit,2,109.12462609653554,25,81.84346957240166,208,4
fenugreek,vegetable,2,31.312213544577432,30,21.918549481204202,397,3
grapes,fruit,4,92.2406290199714,0,92.2406290199714,248,24
mushroom,vegetable,2,104.23142389616699,15,88.59671031174193,243,44
guava,fruit,6,95.52725352378269,30,66.86907746664788,143,24
bitter guard,vegetable,5,64.12240026020987,15,54.50404022117839,414,1
grapes,fruit,1,103.86312834331872,25,77.89734625748903,11,48
pineapple,fruit,4,129.97780793140947,20,103.98224634512758,103,48
fenugreek,vegetable,1,20.935201103573768,10,18.841680993216393,272,31
guava,fruit,3,69.987146230057,10,62.9884316070513,28,16
bitter guard,vegetable,3,67.28924540488757,20,53.831396323910056,246,44
mushroom,vegetable,1,144.7292535643093,25,108.54694017323197,189,23
mushroom,vegetable,1,157.58744366621576,20,126.06995493297262,239,5
pineapple,fruit,1,80.61001166362189,5,76.5795110804408,64,9
grapes,fruit,5,82.58670384631743,10,74.32803346168569,129,40
chikoo,fruit,6,57.628802444562204,10,51.865922200105985,349,33
pineapple,fruit,1,142.2204703865713,5,135.10944686724272,201,3
cucumber,vegetable,2,34.00825716623139,10,30.60743144960825,113,14
bottleguard,vegetable,2,49.62446376628049,0,49.62446376628049,107,26
mushroom,vegetable,1,123.25897454962586,25,92.4442309122194,469,44
mushroom,vegetable,1,99.38318807196208,10,89.44486926476587,447,6
pineapple,fruit,4,112.59727220313698,30,78.81809054219588,469,8
coriander,vegetable,1,14.473675261272575,15,12.302623972081689,26,26
pineapple,fruit,4,111.17905324930985,5,105.62010058684434,26,20
apple,fruit,27,200.5216711147511,30,140.36516978032574,251,48
brinjal,vegetable,5,74.01526681603937,5,70.3145034752374,54,43
guava,fruit,11,88.22659550467273,30,61.75861685327091,352,26
mushroom,vegetable,3,177.83318574536366,5,168.94152645809547,297,22
chikoo,fruit,6,55.91678162295251,20,44.733425298362015,132,42
mushroom,vegetable,2,107.48052137979573,20,85.98441710383659,100,12
pineapple,fruit,4,81.97040601591729,20,65.57632481273383,59,41
papaya,fruit,6,74.16149507592085,20,59.329196060736685,160,27
brinjal,vegetable,4,55.98579776808455,10,50.387217991276096,269,8
pomegranate,fruit,30,173.76224294918052,5,165.07413080172148,123,48
guava,fruit,6,54.14290199862701,5,51.43575689869566,256,11
chikoo,fruit,3,64.41940581148344,15,54.75649493976093,437,28
papaya,fruit,3,78.37669762964256,15,66.62019298519618,405,6
fenugreek,vegetable,2,33.689103533281894,0,33.689103533281894,367,14
papaya,fruit,4,74.63852396515438,30,52.24696677560806,423,3
coriander,vegetable,2,29.053721055239848,0,29.053721055239848,328,39
guava,fruit,7,74.63843362404906,0,74.63843362404906,274,22
grapes,fruit,9,113.01927502854569,5,107.36831127711841,92,16
coriander,vegetable,1,13.263058146957995,0,13.263058146957995,255,45
lady finger,vegetable,2,30.58230630467636,30,21.407614413273453,333,28
guava,fruit,6,83.46317556087928,0,83.46317556087928,492,11
banana,fruit,2,49.1169910344264,20,39.29359282754112,161,29
bottleguard,vegetable,2,33.134426397450255,0,33.134426397450255,18,12
fenugreek,vegetable,3,37.578874486737604,20,30.063099589390085,37,32
pomegranate,fruit,17,157.5902661930639,10,141.83123957375753,84,49
banana,fruit,7,49.02534076326062,15,41.67153964877153,483,21
brinjal,vegetable,3,49.05695898780754,20,39.245567190246035,283,49
banana,fruit,1,49.184584731868895,5,46.72535549527545,496,5
bottleguard,vegetable,3,52.14783125500374,15,44.325656566753175,390,11
fenugreek,vegetable,1,37.06270546023649,25,27.797029095177365,261,3
brinjal,vegetable,1,79.10085168313401,10,71.19076651482061,85,49
bottleguard,vegetable,1,37.97068585471786,5,36.07215156198196,304,23
apple,fruit,23,108.65897119735658,5,103.22602263748874,116,4
apple,fruit,21,188.1782886845142,0,188.1782886845142,318,18
mushroom,vegetable,3,108.48725635846306,5,103.0628935405399,487,34
banana,fruit,6,43.26321373228767,25,32.44741029921575,207,19
fenugreek,vegetable,2,24.441700389718303,25,18.331275292288726,330,10
brinjal,vegetable,2,49.3999024324784,5,46.929907310854475,479,12
bottleguard,vegetable,6,47.40950189924547,30,33.18665132947183,284,12
bottleguard,vegetable,5,53.043941750263876,30,37.13075922518471,298,32
apple,fruit,5,196.72256243293916,25,147.54192182470436,248,41
papaya,fruit,6,73.06248613093177,5,69.40936182438519,468,16
fenugreek,vegetable,2,24.7392194876365,15,21.028336564491024,462,19
grapes,fruit,9,107.83087756156779,10,97.04778980541101,195,26
pineapple,fruit,1,105.83218594927534,15,89.95735805688403,466,43
cucumber,vegetable,5,43.33091379960533,15,36.83127672966452,391,5
coriander,vegetable,1,15.837215388175673,0,15.837215388175673,319,11
papaya,fruit,6,80.1200677596477,5,76.11406437166531,435,30
cucumber,vegetable,3,38.48545039260313,25,28.864087794452345,55,17
bitter guard,vegetable,5,41.6292040100694,5,39.54774380956593,100,31
apple,fruit,25,193.10602738480958,5,183.4507260155691,424,16
bitter guard,vegetable,1,59.25376764641646,30,41.47763735249152,373,48
banana,fruit,3,35.27588725968041,30,24.693121081776287,138,34
mushroom,vegetable,1,134.1689305911685,0,134.1689305911685,72,22
bottleguard,vegetable,2,38.43265563082752,25,28.824491723120637,430,1
guava,fruit,8,70.14914967729011,30,49.104404774103074,73,46
bitter guard,vegetable,1,34.59367933635288,15,29.404627435899947,339,17
chikoo,fruit,6,71.70619290699548,25,53.77964468024661,36,49
lady finger,vegetable,3,47.08096127290569,30,32.95667289103398,499,46
bitter guard,vegetable,3,37.6694306729651,30,26.368601471075568,47,41
mushroom,vegetable,4,111.49436856634463,5,105.9196501380274,105,18
apple,fruit,28,223.569637185607,5,212.39115532632664,156,23
bitter guard,vegetable,4,46.971561028436035,30,32.88009271990522,342,47
coriander,vegetable,2,27.024833292601983,30,18.917383304821385,162,19
pomegranate,fruit,12,151.67194616076262,25,113.75395962057196,216,40
chikoo,fruit,6,42.7407573677336,15,36.32964376257356,406,38
bottleguard,vegetable,4,31.51254400462991,10,28.36128960416692,359,43
lady finger,vegetable,3,41.831599992502916,30,29.28211999475204,47,9
chikoo,fruit,4,55.28066007454484,15,46.988561063363115,42,22
bitter guard,vegetable,5,57.81312381719299,0,57.81312381719299,89,34
fenugreek,vegetable,1,23.071123655433656,25,17.303342741575243,323,27
coriander,vegetable,2,19.914054129653888,10,17.9226487166885,191,25
pomegranate,fruit,27,243.9915916276846,15,207.39285288353193,189,28
apple,fruit,17,169.04166050323812,10,152.13749445291432,444,28
fenugreek,vegetable,3,33.95322925542005,25,25.464921941565038,363,18
grapes,fruit,5,64.15445334984028,5,60.94673068234827,247,14
brinjal,vegetable,6,61.624549801941484,5,58.543322311844406,354,24
fenugreek,vegetable,2,36.70973759684358,30,25.696816317790507,315,4
brinjal,vegetable,1,50.954855020958846,20,40.76388401676708,22,13
papaya,fruit,5,55.59465614240842,30,38.91625929968589,303,11
chikoo,fruit,1,45.72025392166093,30,32.00417774516265,201,12
coriander,vegetable,2,21.521078423781944,0,21.521078423781944,481,29
cucumber,vegetable,2,33.93825684399236,20,27.150605475193892,93,36
brinjal,vegetable,4,56.474231445915585,30,39.53196201214091,153,6
pineapple,fruit,1,119.59577184906709,25,89.69682888680032,242,28
cucumber,vegetable,5,44.33012666922846,20,35.46410133538277,338,20
guava,fruit,8,93.77806684748569,25,70.33355013561427,474,30
chikoo,fruit,7,75.43905700172894,0,75.43905700172894,198,17
pomegranate,fruit,5,170.61141611244915,15,145.01970369558177,86,49
grapes,fruit,3,68.48585843907479,5,65.06156551712105,488,6
cucumber,vegetable,5,39.28554450262649,0,39.28554450262649,315,6
fenugreek,vegetable,1,32.7774915692864,5,31.138616990822076,190,42
guava,fruit,7,94.3860312616276,15,80.22812657238346,174,27
bitter guard,vegetable,2,45.77113998673815,25,34.32835499005361,335,47
lady finger,vegetable,3,55.26301081003395,15,46.97355918852885,131,5
brinjal,vegetable,1,48.44177530083744,25,36.33133147562808,89,27
pineapple,fruit,5,102.72120387753628,5,97.58514368365947,394,1
apple,fruit,19,107.2653848395444,30,75.08576938768107,358,24
grapes,fruit,7,80.79634078904817,30,56.557438552333714,62,46
papaya,fruit,2,61.33882808040952,25,46.00412106030714,197,49
bottleguard,vegetable,5,66.17663069829956,15,56.25013609355462,179,45
grapes,fruit,4,63.19606657176026,10,56.87645991458424,162,40
apple,fruit,28,209.6175614621936,10,188.65580531597425,358,1
pineapple,fruit,6,122.54368406396824,5,116.41649986076983,489,38
cucumber,vegetable,1,30.379374221225238,20,24.30349937698019,52,41
banana,fruit,6,53.918223301284584,5,51.22231213622035,156,14
pineapple,fruit,6,81.23781283822115,0,81.23781283822115,185,21
grapes,fruit,5,71.51776191117312,0,71.51776191117312,340,32
bitter guard,vegetable,1,36.99557676615298,30,25.896903736307085,215,14
grapes,fruit,3,71.5581123313805,20,57.2464898651044,107,19
papaya,fruit,1,88.45902559444168,10,79.61312303499751,170,46
cucumber,vegetable,4,40.22378802411594,15,34.19021982049855,216,25
coriander,vegetable,2,14.016560138537299,30,9.811592096976108,314,22
cucumber,vegetable,1,26.39320751497103,0,26.39320751497103,398,48
pineapple,fruit,3,124.93608329723675,30,87.45525830806572,440,39
coriander,vegetable,2,12.130760090103239,20,9.704608072082593,96,31
pineapple,fruit,6,148.41345653652985,25,111.31009240239739,471,38
apple,fruit,3,151.66584930926288,10,136.4992643783366,35,25
lady finger,vegetable,2,44.98615740280411,10,40.487541662523704,477,19
mushroom,vegetable,3,94.82272501387195,10,85.34045251248476,283,49
papaya,fruit,7,62.666115476661986,10,56.39950392899579,426,31
coriander,vegetable,1,29.572951557027576,20,23.65836124562206,455,8
pineapple,fruit,4,92.44674190797456,0,92.44674190797456,63,48
chikoo,fruit,4,48.81112530495639,15,41.48945650921293,202,1
papaya,fruit,8,60.6683280024957,5,57.63491160237091,349,39
apple,fruit,15,116.02532941676384,20,92.82026353341108,155,41
brinjal,vegetable,5,74.8605040641659,25,56.14537804812442,380,11
lady finger,vegetable,3,58.600622355134746,20,46.8804978841078,134,11
pineapple,fruit,1,97.33232412199744,25,72.99924309149809,14,36
bitter guard,vegetable,3,62.875687489046086,5,59.73190311459378,374,6
grapes,fruit,9,69.23445599275756,30,48.46411919493029,452,12
lady finger,vegetable,2,31.212484097142408,15,26.530611482571047,136,5
chikoo,fruit,2,70.40288260470318,10,63.36259434423286,309,25
papaya,fruit,2,81.44635686071533,30,57.012449802500726,367,11
papaya,fruit,6,47.3588740815105,25,35.51915556113288,316,9
lady finger,vegetable,1,54.25255013919822,15,46.114667618318485,484,9
papaya,fruit,7,50.032173719369624,0,50.032173719369624,47,4
bitter guard,vegetable,2,67.5836785946855,5,64.20449466495121,376,18
cucumber,vegetable,1,43.857848312959305,10,39.472063481663376,220,29
banana,fruit,4,33.9412718334376,25,25.455953875078198,336,12
coriander,vegetable,1,24.62930144572317,0,24.62930144572317,136,7
banana,fruit,6,51.71567866740385,15,43.95832686729327,76,15
pomegranate,fruit,24,132.81200373749306,20,106.24960298999446,263,6
chikoo,fruit,6,56.98716192835215,10,51.28844573551694,168,36
pineapple,fruit,1,108.36141844111992,5,102.94334751906392,114,27
banana,fruit,7,49.01441930272502,10,44.11297737245252,403,20
lady finger,vegetable,2,49.93430861480706,25,37.45073146110529,231,2
guava,fruit,4,98.68559184151076,30,69.07991428905753,449,11
pomegranate,fruit,16,178.37056534894876,25,133.77792401171158,282,25
bottleguard,vegetable,3,62.36196191649626,30,43.65337334154738,491,26
cucumber,vegetable,1,23.408806596889672,0,23.408806596889672,318,3
banana,fruit,6,54.73967648456116,20,43.79174118764893,450,33
chikoo,fruit,1,40.06674421973769,25,30.050058164803268,413,49
brinjal,vegetable,3,49.88943119914801,5,47.3949596391906,437,35
coriander,vegetable,1,17.460393582306892,0,17.460393582306892,422,4
brinjal,vegetable,6,43.776040214679135,5,41.58723820394518,211,43
grapes,fruit,9,83.66894276236681,10,75.30204848613013,321,41
guava,fruit,5,96.18984948850313,10,86.57086453965282,461,5
apple,fruit,2,131.88776133689476,15,112.10459713636054,473,46
coriander,vegetable,1,14.006238394564578,5,13.30592647483635,236,14
lady finger,vegetable,1,36.13039793094132,25,27.097798448205992,427,20
grapes,fruit,9,70.87393854789144,0,70.87393854789144,34,48
coriander,vegetable,1,23.089611304602727,30,16.162727913221907,433,19
guava,fruit,1,80.50025039327346,30,56.35017527529142,415,2
brinjal,vegetable,6,66.09554260305731,0,66.09554260305731,472,16
papaya,fruit,4,43.69565422385812,25,32.77174066789359,130,45
mushroom,vegetable,2,102.25574872495557,20,81.80459897996445,268,10
coriander,vegetable,2,18.602850743458607,30,13.021995520421024,174,20
lady finger,vegetable,2,54.048717341192045,25,40.53653800589403,61,18
mushroom,vegetable,1,104.21478701683809,30,72.95035091178666,59,7
fenugreek,vegetable,2,23.210614466834485,0,23.210614466834485,242,24
pomegranate,fruit,4,223.25063764871737,25,167.43797823653802,144,1
apple,fruit,25,103.67398447165272,25,77.75548835373954,153,23
pineapple,fruit,5,128.82484214936764,5,122.38360004189926,217,44
pineapple,fruit,6,139.14506445999055,30,97.40154512199338,274,44
banana,fruit,6,35.64517444620306,30,24.95162211234214,172,37
pomegranate,fruit,8,153.1538362112364,25,114.86537715842731,221,41
pineapple,fruit,2,87.68851355522806,20,70.15081084418244,327,41
guava,fruit,11,89.43024058983642,15,76.01570450136096,414,33
guava,fruit,8,58.03626908524173,0,58.03626908524173,484,38
coriander,vegetable,2,23.873671502260976,30,16.711570051582683,468,4
bottleguard,vegetable,5,34.219454143723745,30,23.95361790060662,56,7
coriander,vegetable,1,12.586850846229865,10,11.32816576160688,23,22
pineapple,fruit,3,132.35967843403424,0,132.35967843403424,214,29
pineapple,fruit,5,85.27781404117539,15,72.48614193499908,157,42
lady finger,vegetable,3,34.58556979854386,5,32.85629130861666,491,17
papaya,fruit,1,49.74183727196585,25,37.30637795397439,121,14
fenugreek,vegetable,2,36.18481449576447,15,30.7570923213998,195,5
pomegranate,fruit,26,196.4294230237429,10,176.78648072136863,260,35
lady finger,vegetable,1,59.204111185012735,20,47.363288948010194,10,49
pineapple,fruit,4,126.97188752626947,15,107.92610439732904,68,41
apple,fruit,12,104.01701773042613,10,93.61531595738352,95,11
chikoo,fruit,5,53.479137120029925,25,40.109352840022446,34,34
banana,fruit,5,33.42771382911744,25,25.070785371838078,75,28
bottleguard,vegetable,2,65.57563909260895,30,45.90294736482626,79,20
coriander,vegetable,2,24.24709247747328,5,23.034737853599616,267,49
coriander,vegetable,1,28.735562227791213,20,22.988449782232973,460,37
fenugreek,vegetable,2,38.537849960942495,5,36.61095746289537,155,8
coriander,vegetable,2,22.052131534794313,25,16.539098651095735,495,26
bitter guard,vegetable,4,61.69338238224654,5,58.60871326313421,372,32
fenugreek,vegetable,3,25.246593196945177,5,23.984263537097917,74,8
pineapple,fruit,4,134.17333656215243,5,127.4646697340448,19,13
apple,fruit,10,223.7913125727356,15,190.22261568682524,21,39
papaya,fruit,8,83.02345057702912,5,78.87227804817766,488,15
pineapple,fruit,6,139.71927028437318,10,125.74734325593586,344,44
mushroom,vegetable,4,132.0445790938163,30,92.43120536567142,452,5
papaya,fruit,6,77.30863150954521,0,77.30863150954521,444,31
bitter guard,vegetable,2,47.48825312830889,15,40.36501515906256,302,5
fenugreek,vegetable,1,22.3135019014142,0,22.3135019014142,133,36
chikoo,fruit,1,76.84536856682553,10,69.16083171014297,322,34
cucumber,vegetable,5,46.370237255427924,10,41.733213529885134,14,17
lady finger,vegetable,2,43.284324373778446,0,43.284324373778446,234,28
papaya,fruit,4,63.442523941933,25,47.58189295644975,371,30
papaya,fruit,9,48.68316989918608,20,38.94653591934887,227,28
bitter guard,vegetable,2,43.97443167589478,20,35.179545340715826,218,20
bottleguard,vegetable,6,64.34795460082873,5,61.13055687078729,363,11
banana,fruit,1,33.57429488494355,15,28.538150652202013,479,44
coriander,vegetable,2,25.277160328747264,10,22.74944429587254,441,7
coriander,vegetable,2,19.58799841599548,30,13.711598891196834,57,45
apple,fruit,8,135.10076381063132,30,94.57053466744192,60,9
cucumber,vegetable,2,22.413226589276157,25,16.80991994195712,207,25
chikoo,fruit,5,42.12364032288983,25,31.59273024216737,265,27
brinjal,vegetable,6,55.90802315857894,0,55.90802315857894,263,31
brinjal,vegetable,5,40.19987176710864,30,28.139910236976046,385,24
grapes,fruit,5,70.9238545681158,30,49.646698197681054,247,11
bottleguard,vegetable,1,42.971575723597475,5,40.8229969374176,469,21
pineapple,fruit,2,114.05466442408216,30,79.83826509685751,276,43
papaya,fruit,5,61.11753702395603,0,61.11753702395603,211,14
fenugreek,vegetable,1,32.30038801426755,10,29.070349212840792,247,29
mushroom,vegetable,3,121.77065594580982,15,103.50505755393834,16,1
bottleguard,vegetable,3,49.41948807166402,15,42.006564860914416,404,26
coriander,vegetable,1,20.19738466729,0,20.19738466729,226,15
guava,fruit,13,93.1733597547649,30,65.22135182833543,37,5
coriander,vegetable,2,14.09408029704765,25,10.570560222785737,422,11
lady finger,vegetable,1,56.56300648985789,15,48.078555516379204,446,44
guava,fruit,5,50.66659845841931,15,43.06660868965641,12,6
fenugreek,vegetable,3,39.09914223145199,5,37.14418511987939,305,8
pineapple,fruit,2,97.65806907910715,5,92.77516562515179,132,6
bitter guard,vegetable,4,32.43228027855245,30,22.70259619498671,301,36
brinjal,vegetable,5,74.74093799445399,30,52.31865659611779,53,49
guava,fruit,11,65.72034983043781,5,62.434332338915915,42,42
apple,fruit,24,171.69840448309415,5,163.11348425893942,435,46
pineapple,fruit,1,94.97566824951966,25,71.23175118713974,451,29
mushroom,vegetable,3,166.78068772142265,30,116.74648140499585,51,21
cucumber,vegetable,2,32.41190155275105,20,25.92952124220084,166,18
chikoo,fruit,1,49.997936075992214,15,42.498245664593384,218,23
pineapple,fruit,3,91.31826539015847,20,73.05461231212678,487,47
pomegranate,fruit,22,192.46585166832523,20,153.9726813346602,340,25
guava,fruit,9,94.96170652395554,5,90.21362119775776,379,12
guava,fruit,5,73.30065925404101,0,73.30065925404101,432,42
chikoo,fruit,1,65.20091925665483,5,61.94087329382209,294,3
apple,fruit,20,171.62599170912534,5,163.04469212366908,471,1
papaya,fruit,4,42.99937984125139,20,34.399503873001116,390,49
bitter guard,vegetable,2,67.64315144799762,10,60.878836303197865,306,30
pineapple,fruit,5,125.15849388423578,5,118.90056919002399,263,11
apple,fruit,10,119.99575921747471,0,119.99575921747471,437,16
pineapple,fruit,3,136.4522169909472,30,95.51655189366303,98,46
mushroom,vegetable,3,92.52384934869937,5,87.8976568812644,372,41
lady finger,vegetable,1,50.84307626128971,0,50.84307626128971,351,11
chikoo,fruit,6,63.2787111453873,0,63.2787111453873,187,30
bitter guard,vegetable,5,51.65636961740795,30,36.15945873218556,284,44
bottleguard,vegetable,6,35.54447849356771,0,35.54447849356771,429,36
pineapple,fruit,6,94.07028359268776,10,84.66325523341898,16,31
pomegranate,fruit,9,134.66829100624108,15,114.46804735530492,490,38
guava,fruit,9,63.16582992166872,30,44.2160809451681,285,42
brinjal,vegetable,4,60.72421857693425,30,42.50695300385397,258,34
mushroom,vegetable,2,106.06122734641733,20,84.84898187713387,476,42
guava,fruit,13,63.6121757099349,0,63.6121757099349,260,8
cucumber,vegetable,2,39.34509910579629,5,37.37784415050647,394,3
guava,fruit,2,61.28597306461539,30,42.90018114523077,359,29
guava,fruit,6,70.68110074633455,10,63.6129906717011,469,23
bottleguard,vegetable,5,39.77562351120298,0,39.77562351120298,233,4
pineapple,fruit,2,112.74742124842635,15,95.8353080611624,360,22
guava,fruit,9,61.546789974600955,10,55.39211097714086,433,26
bitter guard,vegetable,2,31.930014207701735,25,23.947510655776302,111,39
bitter guard,vegetable,1,40.005432602745586,0,40.005432602745586,485,22
pomegranate,fruit,28,190.8810268147186,15,162.2488727925108,493,47
brinjal,vegetable,2,75.02247959359059,30,52.51573571551341,152,22
banana,fruit,1,57.57253363926068,10,51.815280275334615,233,2
mushroom,vegetable,2,162.7408903383823,25,122.05566775378671,267,36
bitter guard,vegetable,5,30.84405558001153,15,26.2174472430098,275,30
pineapple,fruit,6,140.0553305258848,20,112.04426442070786,402,29
bitter guard,vegetable,1,54.05822103683593,25,40.54366577762695,380,26
mushroom,vegetable,1,165.48975749571395,5,157.21526962092824,52,13
grapes,fruit,5,114.4182472442946,5,108.69733488207987,139,49
brinjal,vegetable,6,69.4962264237306,15,59.07179246017101,80,1
grapes,fruit,7,86.68470956212117,15,73.682003127803,368,19
coriander,vegetable,2,12.631870876911417,0,12.631870876911417,467,49
lady finger,vegetable,3,50.45524903622368,20,40.36419922897895,62,3
bottleguard,vegetable,6,62.644196267037884,25,46.98314720027841,128,26
cucumber,vegetable,4,35.76586121069535,15,30.400982029091047,289,6
cucumber,vegetable,4,41.146272925882165,25,30.859704694411626,255,10
bitter guard,vegetable,5,34.227454629736194,25,25.670590972302143,248,17
apple,fruit,25,133.32346003896862,0,133.32346003896862,388,45
guava,fruit,6,85.74361560394127,20,68.59489248315302,137,29
chikoo,fruit,2,77.79075914166131,5,73.90122118457825,379,39
brinjal,vegetable,4,48.879221310552666,0,48.879221310552666,325,44
brinjal,vegetable,6,52.07094588720278,25,39.05320941540209,242,12
chikoo,fruit,5,66.11993758759616,0,66.11993758759616,39,3
bitter guard,vegetable,4,31.297083418775276,10,28.16737507689775,354,24
banana,fruit,6,51.9698120794007,10,46.77283087146063,40,38
banana,fruit,6,53.384166353366645,15,45.376541400361646,198,46
pineapple,fruit,3,103.1329614058751,0,103.1329614058751,156,10
lady finger,vegetable,3,53.517218829031364,25,40.13791412177352,181,17
pineapple,fruit,1,86.19615409143563,25,64.64711556857672,59,10
bottleguard,vegetable,5,65.04951425437284,5,61.797038541654196,216,36
bottleguard,vegetable,4,55.1106820692939,0,55.1106820692939,29,8
grapes,fruit,2,68.29036358027427,30,47.80325450619199,381,9
papaya,fruit,9,80.87218335725171,0,80.87218335725171,357,5
pomegranate,fruit,7,187.8678139805669,20,150.29425118445351,250,41
bottleguard,vegetable,3,42.29267022424193,20,33.834136179393546,258,28
grapes,fruit,6,101.00185265119705,0,101.00185265119705,206,13
coriander,vegetable,2,23.544314897588478,30,16.481020428311933,255,47
guava,fruit,9,68.91126979878165,5,65.46570630884256,78,46
chikoo,fruit,6,61.60783720174221,5,58.527445341655095,167,24
banana,fruit,3,31.883052069331633,15,27.10059425893189,485,23
lady finger,vegetable,3,40.66432672008209,10,36.59789404807388,269,43
papaya,fruit,5,75.09257274373206,30,52.56480092061244,65,13
brinjal,vegetable,2,46.53611413920993,0,46.53611413920993,469,15
lady finger,vegetable,3,41.94294534199156,15,35.65150354069282,85,48
brinjal,vegetable,6,49.15262679908778,15,41.77973277922461,335,24
grapes,fruit,9,97.72257180497529,10,87.95031462447776,205,25
apple,fruit,17,212.11939532096886,25,159.08954649072666,483,15
cucumber,vegetable,4,22.703615538528872,0,22.703615538528872,435,34
brinjal,vegetable,5,46.149756352535334,25,34.6123172644015,80,30
chikoo,fruit,6,77.52434501488776,10,69.77191051339898,391,29
cucumber,vegetable,2,27.22253253595364,25,20.41689940196523,416,13
lady finger,vegetable,1,52.06687121801802,10,46.86018409621622,140,44
guava,fruit,9,55.75856313053028,5,52.97063497400376,462,17
grapes,fruit,3,90.12127534770113,20,72.09702027816091,439,37
